Timestamp,Open,High,Low,Close,Volume,VolumeCurrency,VolumeCurrencyQuote,Confirm
2023-11-10 23:41:00,37346,37372,37346,37361.7,1.46844637,54860.533539351,54860.533539351,1
2023-11-10 23:42:00,37361.7,37365.9,37356.1,37360.5,1.24760121,46609.218328147,46609.218328147,1
2023-11-10 23:43:00,37360.8,37360.8,37330,37339.8,3.47875222,129883.385669101,129883.385669101,1
2023-11-10 23:44:00,37340.4,37369.8,37340.4,37369.8,1.97785586,73894.090983051,73894.090983051,1
2023-11-10 23:45:00,37369.8,37377.7,37359.8,37362.3,3.00482128,112284.450919572,112284.450919572,1
2023-11-10 23:46:00,37362.3,37373.8,37346.3,37372.9,4.0671454,151940.045895622,151940.045895622,1
2023-11-10 23:47:00,37372.9,37415.6,37369.3,37400.5,11.80196829,441480.750442057,441480.750442057,1
2023-11-10 23:48:00,37398.4,37398.4,37374,37376,3.35402046,125410.320117583,125410.320117583,1
2023-11-10 23:49:00,37376.7,37381.7,37366.2,37367.1,1.36004139,50836.752962426,50836.752962426,1
2023-11-10 23:50:00,37365.5,37366.3,37328.7,37328.7,6.05933701,226327.032939145,226327.032939145,1
2023-11-10 23:51:00,37328.6,37341.6,37322.7,37332,3.91370067,146100.03964613,146100.03964613,1
2023-11-10 23:52:00,37328.8,37332.6,37310,37310.3,1.15355822,43059.330779199,43059.330779199,1
2023-11-10 23:53:00,37311.5,37340.6,37311.5,37322.4,1.74952197,65304.226142666,65304.226142666,1
2023-11-10 23:54:00,37319.3,37331.5,37310,37314.1,2.53675531,94670.944678466,94670.944678466,1
2023-11-10 23:55:00,37315.1,37321.4,37311.2,37317.7,0.617241,23031.982069421,23031.982069421,1
2023-11-10 23:56:00,37317.8,37332,37317.8,37326.4,1.89268438,70643.335588524,70643.335588524,1
2023-11-10 23:57:00,37328.6,37336.2,37305.3,37305.3,2.26511904,84525.015215316,84525.015215316,1
2023-11-10 23:58:00,37305,37314.9,37300,37300,3.58543697,133750.94736417,133750.94736417,1
2023-11-10 23:59:00,37300.1,37303.4,37292.5,37303.3,3.11922544,116348.885280284,116348.885280284,1
2023-11-11 00:00:00,37305.9,37331.9,37282.1,37282.2,5.80661821,216605.982370942,216605.982370942,1
2023-11-11 00:01:00,37282.2,37332,37282.1,37332,7.20345963,268735.364280182,268735.364280182,1
2023-11-11 00:02:00,37331.9,37337.8,37296.5,37303.9,7.63713976,285000.78379275,285000.78379275,1
2023-11-11 00:03:00,37303.8,37331.8,37302.7,37331.8,3.37842586,126071.5339488,126071.5339488,1
2023-11-11 00:04:00,37331.8,37335.8,37316.8,37325.1,3.82750795,142869.858004537,142869.858004537,1
2023-11-11 00:05:00,37326.8,37356.8,37322.1,37356.8,3.81496532,142435.367361529,142435.367361529,1
2023-11-11 00:06:00,37356.8,37356.8,37320.2,37339.9,6.49539552,242564.519054759,242564.519054759,1
2023-11-11 00:07:00,37339.8,37354.5,37332.8,37341.1,2.85957517,106788.675766358,106788.675766358,1
2023-11-11 00:08:00,37338,37347.7,37322.9,37326.3,1.8700561,69826.390796652,69826.390796652,1
2023-11-11 00:09:00,37323,37340,37323,37332,4.0094848,149666.922876391,149666.922876391,1
2023-11-11 00:10:00,37332.9,37340,37320.2,37338,5.36487196,200278.138906075,200278.138906075,1
2023-11-11 00:11:00,37339.9,37348.7,37303.3,37313.1,9.30409472,347244.881253137,347244.881253137,1
2023-11-11 00:12:00,37315.4,37325.9,37303,37323.3,1.80225595,67245.920646674,67245.920646674,1
2023-11-11 00:13:00,37323.3,37335.6,37319.6,37320.8,1.61234787,60185.269976867,60185.269976867,1
2023-11-11 00:14:00,37320.8,37328.3,37309.8,37325,3.12616946,116668.146276907,116668.146276907,1
2023-11-11 00:15:00,37324,37336,37294,37300,2.79048699,104130.036592472,104130.036592472,1
2023-11-11 00:16:00,37298.7,37319.6,37290,37319.5,10.98180899,409660.20521115,409660.20521115,1
2023-11-11 00:17:00,37319.6,37319.6,37296.2,37307.4,3.27599208,122212.906677487,122212.906677487,1
2023-11-11 00:18:00,37311.9,37339,37311.9,37338.1,6.18147345,230704.832513487,230704.832513487,1
2023-11-11 00:19:00,37338,37350.8,37320.2,37350.8,2.65609276,99149.850447284,99149.850447284,1
2023-11-11 00:20:00,37350.8,37359.7,37340.1,37350,3.0383968,113484.461398448,113484.461398448,1
2023-11-11 00:21:00,37351.9,37371.4,37351.9,37353.3,2.37394828,88697.02500574,88697.02500574,1
2023-11-11 00:22:00,37353.2,37375.8,37353.2,37370.1,3.1081836,116142.616575592,116142.616575592,1
2023-11-11 00:23:00,37370.1,37378,37366,37366,2.69894559,100869.140219938,100869.140219938,1
2023-11-11 00:24:00,37366.1,37385.4,37365.1,37384.9,2.63669358,98557.037357276,98557.037357276,1
2023-11-11 00:25:00,37385.4,37385.5,37368.2,37371.4,1.4920757,55769.637332422,55769.637332422,1
2023-11-11 00:26:00,37371.5,37389.6,37371.4,37389.6,3.76233685,140646.658769472,140646.658769472,1
2023-11-11 00:27:00,37389.9,37396.9,37382.2,37389.3,2.82864475,105762.221526004,105762.221526004,1
2023-11-11 00:28:00,37391.1,37397.6,37383.5,37384.7,2.3240292,86900.082459834,86900.082459834,1
2023-11-11 00:29:00,37384.6,37399.8,37384,37399.8,3.44517065,128819.56424874,128819.56424874,1
2023-11-11 00:30:00,37398.1,37398.4,37369.8,37372.6,6.91330491,258404.201772931,258404.201772931,1
2023-11-11 00:31:00,37377.8,37387.9,37358.8,37358.8,2.99950229,112093.63975573,112093.63975573,1
2023-11-11 00:32:00,37358.8,37361.8,37340.3,37347.5,3.05454909,114091.116745383,114091.116745383,1
2023-11-11 00:33:00,37347.5,37347.5,37317.4,37320.1,2.83130412,105701.347770033,105701.347770033,1
2023-11-11 00:34:00,37320,37329.9,37305.3,37308.3,4.84674488,180870.589531413,180870.589531413,1
2023-11-11 00:35:00,37308.3,37308.3,37290.1,37294.9,3.66039602,136544.221227292,136544.221227292,1
2023-11-11 00:36:00,37296,37304.1,37272.2,37300.3,8.36990246,312064.587182345,312064.587182345,1
2023-11-11 00:37:00,37305,37313.1,37289.2,37294.4,3.38454228,126246.369840211,126246.369840211,1
2023-11-11 00:38:00,37290.2,37294.7,37275.3,37290.7,5.25993522,196109.335787659,196109.335787659,1
2023-11-11 00:39:00,37294,37294.7,37267.8,37275.5,7.94612455,296187.078168634,296187.078168634,1
2023-11-11 00:40:00,37275.5,37300,37275.5,37299.6,3.22834427,120370.201687414,120370.201687414,1
2023-11-11 00:41:00,37297.1,37297.2,37274.1,37274.2,3.60615847,134462.225257581,134462.225257581,1
2023-11-11 00:42:00,37274.1,37288.8,37270.1,37275.3,2.83394933,105638.056156535,105638.056156535,1
2023-11-11 00:43:00,37275.3,37275.3,37268,37270.6,3.84487738,143301.833106204,143301.833106204,1
2023-11-11 00:44:00,37270.6,37275.2,37255.9,37275.1,7.06919897,263449.097879273,263449.097879273,1
2023-11-11 00:45:00,37275.1,37287.6,37268.4,37275.7,5.16703629,192604.234567384,192604.234567384,1
2023-11-11 00:46:00,37274,37279.4,37265,37266,1.24854312,46531.946603525,46531.946603525,1
2023-11-11 00:47:00,37265.9,37272.6,37263,37270,3.40517864,126898.894931026,126898.894931026,1
2023-11-11 00:48:00,37270,37294.1,37269.9,37280.1,9.52954144,355284.771184505,355284.771184505,1
2023-11-11 00:49:00,37280.1,37285.9,37277.3,37283,1.93636261,72188.338840443,72188.338840443,1
2023-11-11 00:50:00,37283,37283.9,37268,37276,1.85915784,69300.610850547,69300.610850547,1
2023-11-11 00:51:00,37276,37276,37257.2,37257.8,11.34882907,422921.576990503,422921.576990503,1
2023-11-11 00:52:00,37257.9,37257.9,37251.9,37251.9,2.29704324,85576.770841604,85576.770841604,1
2023-11-11 00:53:00,37251.9,37280,37231.4,37280,9.53044485,355049.448203493,355049.448203493,1
2023-11-11 00:54:00,37280,37300,37276.8,37297.3,3.90430783,145603.544599788,145603.544599788,1
2023-11-11 00:55:00,37296.1,37307.9,37292.2,37302.2,2.24082645,83584.5086727,83584.5086727,1
2023-11-11 00:56:00,37302.3,37307.8,37290,37301.9,3.99735203,149103.297908307,149103.297908307,1
2023-11-11 00:57:00,37303.9,37308,37290.2,37290.2,5.91873475,220769.520286719,220769.520286719,1
2023-11-11 00:58:00,37290.2,37298,37290.2,37294.6,2.04193553,76153.598742703,76153.598742703,1
2023-11-11 00:59:00,37295.1,37302,37292.8,37297,1.75584279,65490.932358935,65490.932358935,1
2023-11-11 01:00:00,37297.1,37318.7,37297,37318.7,3.29207264,122815.922554889,122815.922554889,1
2023-11-11 01:01:00,37318.7,37318.7,37293.5,37299,2.01966351,75335.444020447,75335.444020447,1
2023-11-11 01:02:00,37299,37316,37299,37310.1,3.12504884,116597.377028099,116597.377028099,1
2023-11-11 01:03:00,37310.1,37311.8,37277.5,37278.2,1.34336682,50089.986278172,50089.986278172,1
2023-11-11 01:04:00,37278.2,37278.2,37260.1,37275.3,1.06580385,39719.462183055,39719.462183055,1
2023-11-11 01:05:00,37275.2,37284,37250.5,37252.6,2.39568915,89280.848341841,89280.848341841,1
2023-11-11 01:06:00,37251.7,37252.1,37238.2,37252.1,1.76644619,65790.223196112,65790.223196112,1
2023-11-11 01:07:00,37252.7,37276,37252,37269.6,2.32297869,86557.173635739,86557.173635739,1
2023-11-11 01:08:00,37272.7,37282.9,37266.1,37266.1,1.57120157,58562.836872717,58562.836872717,1
2023-11-11 01:09:00,37266.2,37271.7,37232,37238.9,6.21454251,231468.343434766,231468.343434766,1
2023-11-11 01:10:00,37239.7,37255.1,37231.2,37233.6,3.69815552,137710.263763443,137710.263763443,1
2023-11-11 01:11:00,37233.6,37244.4,37216,37244.4,3.32576608,123827.889171583,123827.889171583,1
2023-11-11 01:12:00,37247.9,37253.8,37240.3,37243.9,1.50484084,56052.027114611,56052.027114611,1
2023-11-11 01:13:00,37243.9,37250,37237.2,37246.7,2.51728428,93753.900145869,93753.900145869,1
2023-11-11 01:14:00,37247.8,37249.9,37224.9,37227.5,2.40322783,89488.496433044,89488.496433044,1
2023-11-11 01:15:00,37230.5,37236.6,37224.7,37226.8,1.82715822,68025.485906971,68025.485906971,1
2023-11-11 01:16:00,37226.9,37237.8,37214.2,37237.8,2.22911224,82979.651517105,82979.651517105,1
2023-11-11 01:17:00,37237.4,37243.9,37204.5,37218,2.90943078,108287.043780732,108287.043780732,1
2023-11-11 01:18:00,37219.2,37219.9,37201,37204,3.28741457,122322.277815605,122322.277815605,1
2023-11-11 01:19:00,37204,37213.3,37197.3,37203.5,2.79457268,103963.294739875,103963.294739875,1
2023-11-11 01:20:00,37203.6,37215.3,37196.1,37214,24.18748277,899958.125703096,899958.125703096,1
2023-11-11 01:21:00,37214,37221.9,37206.1,37213.9,2.70031665,100494.819887763,100494.819887763,1
2023-11-11 01:22:00,37211.1,37211.1,37196,37197.1,2.98022857,110875.740477098,110875.740477098,1
2023-11-11 01:23:00,37197.1,37197.1,37186.6,37186.6,9.79283834,364202.20974334,364202.20974334,1
2023-11-11 01:24:00,37186.6,37186.6,37051.5,37122,155.86280594,5784108.487463801,5784108.487463801,1
2023-11-11 01:25:00,37128,37139.9,37093.3,37137.2,18.47412629,685632.76095723,685632.76095723,1
2023-11-11 01:26:00,37138,37176.2,37129.5,37153.3,87.31560959,3244258.046652323,3244258.046652323,1
2023-11-11 01:27:00,37155.5,37164.3,37119.9,37121.9,14.58028975,541570.688725174,541570.688725174,1
2023-11-11 01:28:00,37123.6,37147.9,37121,37141.9,1.27873377,47483.179026063,47483.179026063,1
2023-11-11 01:29:00,37141.9,37158.7,37131.4,37150.1,2.00378527,74431.755637137,74431.755637137,1
2023-11-11 01:30:00,37150,37166.6,37146.8,37166.6,3.13317274,116398.321707258,116398.321707258,1
2023-11-11 01:31:00,37167.6,37169.8,37136.9,37147.8,4.85988409,180571.915650058,180571.915650058,1
2023-11-11 01:32:00,37147.8,37147.9,37131,37135.3,1.14194249,42411.021183954,42411.021183954,1
2023-11-11 01:33:00,37131.3,37135.4,37100.1,37107.7,4.86884386,180723.055598497,180723.055598497,1
2023-11-11 01:34:00,37107.7,37116.7,37101.8,37104.4,3.25803006,120894.250883346,120894.250883346,1
2023-11-11 01:35:00,37104.4,37106.2,37050.1,37081,18.33313224,679733.353912476,679733.353912476,1
2023-11-11 01:36:00,37081.1,37113.9,37081.1,37111.8,6.5102312,241550.717953624,241550.717953624,1
2023-11-11 01:37:00,37108,37127.9,37100.2,37126.2,1.55905258,57870.876241903,57870.876241903,1
2023-11-11 01:38:00,37122.7,37126.4,37106.1,37126.3,0.96210723,35709.387825992,35709.387825992,1
2023-11-11 01:39:00,37126.4,37147.4,37126.4,37147.4,3.16622112,117588.057828633,117588.057828633,1
2023-11-11 01:40:00,37147.4,37163.6,37138.2,37163.5,5.08156476,188760.234961773,188760.234961773,1
2023-11-11 01:41:00,37163.5,37178.9,37163.5,37168.4,4.8731076,181146.963743788,181146.963743788,1
2023-11-11 01:42:00,37167.6,37179.9,37167.6,37177.8,2.65222621,98596.399960879,98596.399960879,1
2023-11-11 01:43:00,37177.8,37177.8,37158,37161.9,3.40890751,126696.364320026,126696.364320026,1
2023-11-11 01:44:00,37162,37180,37162,37174.5,5.11150812,190001.638750264,190001.638750264,1
2023-11-11 01:45:00,37174.5,37179.9,37154.4,37161.8,5.86760887,218083.654501419,218083.654501419,1
2023-11-11 01:46:00,37161.8,37168,37138.2,37138.2,3.98549589,148093.831465051,148093.831465051,1
2023-11-11 01:47:00,37138.1,37138.2,37093.8,37114.1,7.36152047,273192.328503742,273192.328503742,1
2023-11-11 01:48:00,37114.1,37114.1,37078,37094.4,23.39932323,867842.689041062,867842.689041062,1
2023-11-11 01:49:00,37094.5,37100,37063.4,37068,4.34126936,160957.021449203,160957.021449203,1
2023-11-11 01:50:00,37070.7,37070.7,37026.3,37028.1,30.20580708,1118852.217409966,1118852.217409966,1
2023-11-11 01:51:00,37028.1,37048.7,37014,37036.2,26.59660504,984926.297222347,984926.297222347,1
2023-11-11 01:52:00,37036.2,37041.7,37013.9,37016.9,9.35275309,346329.384041188,346329.384041188,1
2023-11-11 01:53:00,37016,37060,37007.4,37058.1,11.5880831,429153.64212256,429153.64212256,1
2023-11-11 01:54:00,37058.1,37061.9,37038,37061.9,7.33997823,271955.291348653,271955.291348653,1
2023-11-11 01:55:00,37061.9,37067.7,37022.2,37024,6.20244899,229815.952346787,229815.952346787,1
2023-11-11 01:56:00,37027,37055,37024.2,37055,16.27954759,603008.689073707,603008.689073707,1
2023-11-11 01:57:00,37055,37055,37030.9,37038,6.90786238,255893.894399074,255893.894399074,1
2023-11-11 01:58:00,37042,37060,37042,37054,3.64842595,135177.006901671,135177.006901671,1
2023-11-11 01:59:00,37052.1,37060,37047.8,37054.5,2.7766345,102889.762702983,102889.762702983,1
2023-11-11 02:00:00,37054.5,37074,37042.8,37068.5,10.12943151,375433.246152392,375433.246152392,1
2023-11-11 02:01:00,37070,37082,37063.5,37069.4,3.78411455,140290.631837105,140290.631837105,1
2023-11-11 02:02:00,37069.4,37081.1,37065.6,37073.3,3.9065518,144821.986589731,144821.986589731,1
2023-11-11 02:03:00,37075.6,37096,37075.6,37096,3.99349773,148107.114255403,148107.114255403,1
2023-11-11 02:04:00,37096,37114,37092.9,37113.9,9.88829621,366853.492505897,366853.492505897,1
2023-11-11 02:05:00,37114.2,37119.9,37106.1,37115.9,3.84701655,142769.768176971,142769.768176971,1
2023-11-11 02:06:00,37114.6,37117.3,37106.2,37110.8,2.87644084,106747.876406938,106747.876406938,1
2023-11-11 02:07:00,37110.8,37116,37110.3,37114.9,2.22222551,82474.365263713,82474.365263713,1
2023-11-11 02:08:00,37112.2,37113.5,37078.4,37080.9,13.84863312,513664.641260819,513664.641260819,1
2023-11-11 02:09:00,37081,37083.6,37058.2,37063.4,5.81196945,215472.215719758,215472.215719758,1
2023-11-11 02:10:00,37063.3,37063.3,37015.7,37019.2,8.38031557,310353.089434059,310353.089434059,1
2023-11-11 02:11:00,37019.3,37039.4,37014.6,37028.2,3.29546316,122015.810902416,122015.810902416,1
2023-11-11 02:12:00,37028.2,37048.7,37021.5,37030.1,6.69361865,247934.765975008,247934.765975008,1
2023-11-11 02:13:00,37028,37028,36976.5,36999.3,19.08160806,705946.026677378,705946.026677378,1
2023-11-11 02:14:00,36999.3,37024,36986.1,37018.1,11.0411105,408468.0376186,408468.0376186,1
2023-11-11 02:15:00,37018.1,37024.3,36994.3,36995.8,3.08660272,114252.16358786,114252.16358786,1
2023-11-11 02:16:00,36995.7,37004,36978.6,36997.5,5.58937257,206749.395537374,206749.395537374,1
2023-11-11 02:17:00,36996.7,37009.7,36980.2,36984.2,3.33893408,123535.311071127,123535.311071127,1
2023-11-11 02:18:00,36987.9,37004,36959.1,36997.9,23.05454486,852382.65653672,852382.65653672,1
2023-11-11 02:19:00,36994.8,36998,36900.8,36944,64.38641766,2378308.832524365,2378308.832524365,1
2023-11-11 02:20:00,36944,36960.8,36910.1,36916.9,7.8769814,290999.093993769,290999.093993769,1
2023-11-11 02:21:00,36916,36974,36900,36972.8,8.81352843,325413.458407534,325413.458407534,1
2023-11-11 02:22:00,36972.7,37011.3,36962.9,36998.5,25.2876767,935598.009106109,935598.009106109,1
2023-11-11 02:23:00,37000,37012.5,36988,37004,3.49525901,129331.164269306,129331.164269306,1
2023-11-11 02:24:00,37005.7,37016,36999.3,37015.7,2.34943568,86948.824282496,86948.824282496,1
2023-11-11 02:25:00,37015.9,37052.9,37006.4,37047.9,6.67585309,247210.044399643,247210.044399643,1
2023-11-11 02:26:00,37045,37064.7,37043.9,37060.5,3.72062891,137872.407813006,137872.407813006,1
2023-11-11 02:27:00,37056.1,37058.1,37042,37046.8,7.90074149,292706.432099482,292706.432099482,1
2023-11-11 02:28:00,37046.8,37046.8,37003.2,37003.2,10.33056261,382644.673353001,382644.673353001,1
2023-11-11 02:29:00,37003.1,37017.9,36965.4,36977.2,7.28744457,269557.454034262,269557.454034262,1
2023-11-11 02:30:00,36977.3,36991.7,36968.1,36976.1,2.59393499,95915.935374292,95915.935374292,1
2023-11-11 02:31:00,36978,36978.9,36952.4,36978,6.91059471,255454.257677819,255454.257677819,1
2023-11-11 02:32:00,36978,37007.2,36978,37006,3.18147521,117707.456643859,117707.456643859,1
2023-11-11 02:33:00,37006.1,37035.9,37002.9,37035.8,2.80965392,104021.85865037,104021.85865037,1
2023-11-11 02:34:00,37034.2,37034.2,37015.1,37026.1,1.74672382,64671.390243519,64671.390243519,1
2023-11-11 02:35:00,37026,37038.9,37017.8,37038.9,4.7249253,174931.066407036,174931.066407036,1
2023-11-11 02:36:00,37040,37040.3,37018.4,37030.3,2.08345285,77148.136243117,77148.136243117,1
2023-11-11 02:37:00,37032.1,37049.9,37026.3,37049.9,7.96851396,295125.218438517,295125.218438517,1
2023-11-11 02:38:00,37048,37055.7,37042.1,37055.7,0.75814782,28089.718564546,28089.718564546,1
2023-11-11 02:39:00,37055.7,37063.9,37054,37058.1,2.39070309,88595.282884762,88595.282884762,1
2023-11-11 02:40:00,37058,37058.1,37047.3,37051.3,2.1946046,81319.065518563,81319.065518563,1
2023-11-11 02:41:00,37055.9,37069.9,37054.1,37066.1,2.00476332,74297.216533179,74297.216533179,1
2023-11-11 02:42:00,37066.6,37071.9,37065.9,37071.1,2.63379974,97628.992097442,97628.992097442,1
2023-11-11 02:43:00,37071.2,37090.8,37061.5,37064.9,7.4022675,274477.977755564,274477.977755564,1
2023-11-11 02:44:00,37064.8,37068,37049.8,37054.8,4.58095284,169777.025519845,169777.025519845,1
2023-11-11 02:45:00,37054.8,37074.8,37054.8,37074.8,1.98510858,73576.810362016,73576.810362016,1
2023-11-11 02:46:00,37074.7,37097.9,37074.7,37095.8,6.69374376,248233.806775454,248233.806775454,1
2023-11-11 02:47:00,37095.8,37095.9,37075.9,37091,5.74006739,212856.725478357,212856.725478357,1
2023-11-11 02:48:00,37090.9,37090.9,37080.5,37089.4,1.17160133,43451.734214926,43451.734214926,1
2023-11-11 02:49:00,37089.7,37089.7,37076.3,37089.7,2.79037897,103477.254730698,103477.254730698,1
2023-11-11 02:50:00,37089.9,37099.4,37086.2,37099.3,0.28008572,10389.303789584,10389.303789584,1
2023-11-11 02:51:00,37099.4,37100,37096,37100,0.87342811,32403.121815663,32403.121815663,1
2023-11-11 02:52:00,37100,37100.9,37096.4,37096.4,0.76099148,28231.718252413,28231.718252413,1
2023-11-11 02:53:00,37095.8,37095.8,37082.1,37088,0.77542548,28761.059625947,28761.059625947,1
2023-11-11 02:54:00,37088.4,37099.4,37086.6,37089.6,2.94836233,109362.315803584,109362.315803584,1
2023-11-11 02:55:00,37089.6,37099.9,37089.6,37096.3,3.22811867,119751.523676707,119751.523676707,1
2023-11-11 02:56:00,37096.3,37108,37096.3,37108,0.4196872,15570.978914203,15570.978914203,1
2023-11-11 02:57:00,37107.9,37118.8,37094.1,37112.1,7.03938294,261205.46383432,261205.46383432,1
2023-11-11 02:58:00,37111.5,37111.5,37106.5,37107,4.53677811,168350.901898526,168350.901898526,1
2023-11-11 02:59:00,37107,37111,37102.3,37105.1,8.12411674,301465.870228946,301465.870228946,1
2023-11-11 03:00:00,37105.1,37118,37098.9,37117,2.60043211,96494.287366071,96494.287366071,1
2023-11-11 03:01:00,37116,37117.8,37096.7,37096.7,0.90866327,33718.881822766,33718.881822766,1
2023-11-11 03:02:00,37096.8,37100,37085,37085.1,3.12069216,115760.901097681,115760.901097681,1
2023-11-11 03:03:00,37085,37085.1,37076.1,37078.6,2.1751707,80650.983561693,80650.983561693,1
2023-11-11 03:04:00,37077.5,37097.9,37076.2,37097.9,1.04230976,38653.829163868,38653.829163868,1
2023-11-11 03:05:00,37098,37103.7,37075.8,37077.9,7.45512722,276522.518560425,276522.518560425,1
2023-11-11 03:06:00,37075.1,37077.8,37053,37053,5.28858158,196026.708277833,196026.708277833,1
2023-11-11 03:07:00,37050.1,37058.7,37050.1,37058,1.07645919,39888.128830713,39888.128830713,1
2023-11-11 03:08:00,37058,37074.1,37050.2,37074,3.90169179,144596.612845954,144596.612845954,1
2023-11-11 03:09:00,37070.9,37097.9,37070.9,37096.3,0.8582627,31833.363517357,31833.363517357,1
2023-11-11 03:10:00,37096.3,37097.8,37081.4,37082.6,2.77319651,102856.392541372,102856.392541372,1
2023-11-11 03:11:00,37082.1,37087.7,37060.2,37060.2,1.41434612,52442.038447859,52442.038447859,1
2023-11-11 03:12:00,37060.1,37063.1,37056.1,37063.1,2.67901772,99287.794060768,99287.794060768,1
2023-11-11 03:13:00,37065.9,37096.2,37065.9,37096,2.06211118,76481.013858665,76481.013858665,1
2023-11-11 03:14:00,37097.9,37097.9,37086.7,37089.9,0.32947409,12220.268684952,12220.268684952,1
2023-11-11 03:15:00,37088.6,37096.4,37074.4,37077.2,1.52231208,56460.591293733,56460.591293733,1
2023-11-11 03:16:00,37077.2,37077.8,37059.6,37064,2.21906435,82259.061550194,82259.061550194,1
2023-11-11 03:17:00,37064,37089.6,37059.5,37070.1,2.34266383,86841.695309972,86841.695309972,1
2023-11-11 03:18:00,37073.5,37095.1,37073.5,37087.9,3.65250826,135476.343095301,135476.343095301,1
2023-11-11 03:19:00,37089.6,37091.9,37079.5,37082.8,1.19582805,44343.260934416,44343.260934416,1
2023-11-11 03:20:00,37083.8,37090,37075.6,37089.9,7.02128289,260357.749914724,260357.749914724,1
